Model,VIN,Level,Brand,Series,LaunchYr,LaunchMo,MSRP,Mileage,Accident,PurchasedDate,Insurance,Renovation,Cost,SalesPrice
凯越 凯越 1.8 手动 LE 舒适版,LSGJW52P47H058235,CGB0518M0007,别克,凯越,2007,10,121800,107138,No,2015/3/2,3820,930,31470,36000
世嘉 世嘉-三厢 1.6 手自一体 时尚型,LDCC13L39A0208635,CSX0716A0036,雪铁龙,世嘉,2009,5,121800,83347,No,2015/4/14,8655,560,50740,57000
POLO POLO-两厢 1.4 手动 基本版,LSVFA49J732007897,CSV0314M0007,大众,POLO,2002,4,120900,77283,No,2015/6/2,,1600,14600,18000
伊兰特 伊兰特 悦动 1.6 自动 豪华型,LBEHDAFB3CY835194,CBH0516A0047,现代,伊兰特,2011,5,120800,14483,No,2015/1/31,1425,0,74700,83000
伊兰特 伊兰特 悦动 1.6 自动 豪华型,LBEHDAFB2CZ890939,CBH0516A0047,现代,伊兰特,2011,5,120800,40839,No,2015/2/8,,400,72500,81000
天语SX4 天语SX4-两厢 1.6 自动 冠军限量版,LS5A3ADE7AB005061,CLM0416A0067,铃木,天语SX4,2010,6,120800,58273,No,2015/3/10,2465,690,57810,65000
伊兰特 伊兰特 悦动 1.6 自动 豪华型,LBEHDAFB2BY730063,CBH0516A0037,现代,伊兰特,2011,5,120800,45912,No,2015/3/10,21313,600,74100,83000
世嘉 世嘉-三厢 1.6 手动 舒适型,LDCC13L22B1525577,CSX0716M0059,雪铁龙,世嘉,2010,9,120800,54840,No,2015/4/10,35380,490,57110,64000
世嘉 世嘉-三厢 1.6 手动 舒适型,LDCC13L22B1525577,CSX0716M0059,雪铁龙,世嘉,2010,9,120800,54977,No,2015/4/14,40130,930,56670,64000
伊兰特 伊兰特 悦动 1.6 自动 豪华型,LBEHDAFB0BY653094,CBH0516A0037,现代,伊兰特,2011,5,120800,26869,No,2015/5/1,,1240,62660,71000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U8CF151190,CGX0516M0017,雪佛兰,科鲁兹,2012,1,119900,36358,No,2015/1/31,645,0,72900,81000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U1CF031411,CGX0516M0017,雪佛兰,科鲁兹,2012,1,119900,47630,No,2015/2/25,3260,2020,65480,75000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U09F041260,CGX0516M0002,雪佛兰,科鲁兹,2009,4,119900,76436,No,2015/2/28,1500,1170,51930,59000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U5AF045759,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,53651,No,2015/3/5,6123,670,53330,60000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U9AF232051,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,80053,No,2015/3/8,,1020,61080,69000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U4AF257519,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,111529,No,2015/3/15,3400,630,56070,63000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U1AF066964,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,106000,No,2015/3/27,17484,1500,53400,61000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U4AF091258,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,107286,No,2015/3/29,,1640,54610,62500
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U0CF086240,CGX0516M0017,雪佛兰,科鲁兹,2012,1,119900,36794,No,2015/4/13,,690,67260,75500
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U6AF294085,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,57294,No,2015/5/12,567,1420,58880,67000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U49F026440,CGX0516M0002,雪佛兰,科鲁兹,2009,4,119900,54249,No,2015/5/25,890,360,50040,56000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54URAF289449,CGX0516M0007,雪佛兰,科鲁兹,2009,4,119900,26368,No,2015/5/27,,860,59440,67000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U2AF074894,CGX0516M0007,雪佛兰,科鲁兹,2009,4,119900,67112,No,2015/5/28,,1180,51020,58000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54UXDF139057,CGX0516M0032,雪佛兰,科鲁兹,2012,12,119900,20252,No,2015/6/3,490,800,68500,77000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U9AF227478,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,20245,No,2015/6/4,1400,1740,52260,60000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U6DF014380,CGX0516M0026,雪佛兰,科鲁兹,2012,1,119900,68799,No,2015/6/8,4500,840,62160,70000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54UXAF243169,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,145652,No,2015/6/10,7019,1440,53460,61000
科鲁兹 科鲁兹 1.5 手动 精英版,LSGBE5441FG009041,CGX0515M0006,雪佛兰,科鲁兹,2014,8,119900,9383,No,2015/6/13,,440,85960,96000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U2AF285318,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,24635,No,2015/6/13,6500,1340,56260,64000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U7AF173128,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,58786,No,2015/6/14,7651,1140,51060,58000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U6AF075014,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,72606,No,2015/6/15,1820,1880,49420,57000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54UXDF085503,CGX0516M0032,雪佛兰,科鲁兹,2012,12,119900,24624,No,2015/6/17,11320,1830,65670,75000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U99F043976,CGX0516M0002,雪佛兰,科鲁兹,2009,4,119900,53590,No,2015/6/17,,1740,46860,54000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U1AF056029,CGX0516M0007,雪佛兰,科鲁兹,2009,4,119900,132653,No,2015/6/22,16300,2180,44620,52000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U7AF103967,CGX0516M0007,雪佛兰,科鲁兹,2009,4,119900,32884,No,2015/6/23,2175,600,51600,58000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U7CF072402,CGX0516M0017,雪佛兰,科鲁兹,2012,1,119900,83048,No,2015/6/24,16660,2120,59080,68000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U2EF087540,CGX0516M0037,雪佛兰,科鲁兹,2012,12,119900,17959,No,2015/6/24,,1740,72060,82000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U9CF151165,CGX0516M0017,雪佛兰,科鲁兹,2012,1,119900,10663,No,2015/6/30,,320,60880,68000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U9AF240117,CGX0516M0006,雪佛兰,科鲁兹,2010,11,119900,34487,No,2015/6/30,,940,55760,63000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U1CF066904,CGX0516M0017,雪佛兰,科鲁兹,2012,1,119900,36682,No,2015/7/3,2900,1180,59120,67000
科鲁兹 科鲁兹 1.6 手动 SE,LSGPC54U7DF203829,CGX0516M0032,雪佛兰,科鲁兹,2012,12,119900,36000,No,2015/7/4,2000,1340,67960,77000
瑞风 瑞风一家亲 2.0 手动 标准版,LJ16AA230E7046880,CJC0120M0103,江淮,瑞风,2011,1,119800,1128,No,2015/1/30,,0,65700,73000
颐达 颐达 1.6 手动 J 时尚型(节能补贴),LGBG12E23AY100753,CDN0516M0044,日产,颐达,2010,1,119800,85761,No,2015/1/30,600,1048,51152,58000
名驭 名驭 1.8 手动 GL 豪华型,LBEEFAGB5BX288526,CBH0618M0006,现代,名驭,2009,8,119800,75780,No,2015/2/1,6450,0,52200,58000
伊兰特 伊兰特 悦动 1.6 自动 豪华型,LBEHDAFB4AY422598,CBH0516A0033,现代,伊兰特,2009,11,119800,28592,No,2015/2/1,700,240,60960,68000
H6 H6 1.5T 手动 升级版两驱精英型,LGWEF4A53EF028392,CHA0115M0030,哈弗,H6,2014,7,119800,12287,No,2015/2/15,,160,88040,98000
颐达 颐达 1.6 手动 J 原装发动机,LGBG12E225Y009687,CDN0516M0001,日产,颐达,2005,4,119800,112583,No,2015/2/15,3370,1320,22980,27000
凯越 凯越HRV 1.6 手动 LE 豪华版,LSGJR62U06S153721,CGB0516M0015,别克,凯越,2005,11,119800,74034,No,2015/2/25,11000,1000,23300,27000
宝来 宝来 1.6 手自一体 时尚版,LFV2A2154B3502290,CFV0216A0072,大众,宝来,2010,6,119800,47134,No,2015/2/28,2598,4310,65890,78000
颐达 颐达 1.6 手动 J 时尚型,LGBG12E207Y046062,CDN0516M0021,日产,颐达,2007,6,119800,112342,No,2015/3/3,5283,310,26690,30000
POLO POLO-两厢 1.6 手动 舒适版,LSVFC49J162000913,CSV0316M0020,大众,POLO,2002,4,119800,84162,No,2015/3/26,,2560,21740,27000
宝来 宝来 1.6 手自一体 时尚版,LFV2A2151B3526630,CFV0216A0072,大众,宝来,2010,6,119800,32800,No,2015/3/27,2100,890,67510,76000
骐达 骐达 1.6 手动 G 时尚型,LGBG22E207Y024222,CDN0616M0022,日产,骐达,2007,6,119800,187931,No,2015/3/28,,920,30580,35000
凯越 凯越HRV 1.6 手动 LE 豪华版,LSGJR62U56S112047,CGB0516M0015,别克,凯越,2005,11,119800,84460,No,2015/4/10,4625,700,24500,28000
翼搏 翼搏 1.0GTDi 手动 尊贵型,LVSHKAMN9DF535021,CCF0610M0001,福特,翼搏,2013,3,119800,12571,No,2015/4/20,,160,81740,91000
天语SX4 天语SX4-两厢 1.6 自动 锐骑运动版,LS5A3ADE5CB074852,CLM0416A0097,铃木,天语SX4,2011,12,119800,19592,No,2015/5/2,1840,880,54920,62000
宝来 宝来 1.6 手自一体 时尚版,LFV2A2150C3665035,CFV0216A0080,大众,宝来,2011,9,119800,73972,No,2015/5/8,3666,640,68660,77000
瑞虎 瑞虎 2.0 手动 两驱精英版,LVVDB14B45D138451,CQC0520M0001,奇瑞,瑞虎,2005,3,119800,249065,No,2015/6/2,,2730,11670,16000
X8 X8 2.4 手动 两驱豪华型,LVXCCHBA2AL007487,CLW0624M0005,陆风,X8,2009,9,119800,53257,No,2015/6/2,3600,1040,40360,46000
宝来 宝来 1.6 手自一体 时尚版,LFV2A215493113949,CFV0216A0057,大众,宝来,2008,10,119800,98179,No,2015/6/4,4103,640,51560,58000
凯越 凯越HRV 1.6 手动 LE 豪华版,LSGJR62U37S057535,CGB0516M0009,别克,凯越,2005,11,119800,129964,No,2015/6/7,400,1100,21400,25000
X8 X8 2.4 手动 两驱豪华型,LVXCCHBA7AL005038,CLW0624M0005,陆风,X8,2009,9,119800,50002,No,2015/6/9,,2640,31560,38000
颐达 颐达 1.6 手动 J 原装发动机,LGBG12E225Y009687,CDN0516M0001,日产,颐达,2005,4,119800,115000,No,2015/6/10,1370,3110,19840,25500
世嘉 世嘉-三厢 1.6 手动 品享型,LDCC13T29D1732762,CDC0116M0005,雪铁龙,世嘉,2013,4,119800,20785,No,2015/6/11,,640,78560,88000
伊兰特 伊兰特 悦动 1.6 自动 豪华型,LBEHDAFB5AY536965,CBH0516A0033,现代,伊兰特,2009,11,119800,114339,No,2015/6/16,12430,920,53080,60000
伊兰特 伊兰特 悦动 1.6 自动 豪华型,LBEHDAFB8AY400183,CBH0516A0033,现代,伊兰特,2009,11,119800,43298,No,2015/6/16,4395,2710,52190,61000
V5 V5 1.6 手动 豪华版,LSYYDADB1CC101169,CZH0616M0004,中华,V5,2011,11,119800,18919,No,2015/6/16,,2880,55620,65000
伊兰特 伊兰特 悦动 1.6 自动 豪华型,LBEHDAFB6AY446126,CBH0516A0033,现代,伊兰特,2009,11,119800,80200,No,2015/6/23,1630,1920,52080,60000
骐达 骐达 1.6 手动 G,LGBG22E205Y002380,CDN0616M0001,日产,骐达,2005,7,119800,106571,No,2015/6/29,,6730,11270,20000
福睿斯 福睿斯 1.5 手自一体 时尚型,LVSHFFAL6FS047868,CCF0815A0004,福特,福睿斯,2014,12,119800,939,No,2015/6/29,,1140,93360,105000
伊兰特 伊兰特 悦动 1.6 自动 豪华型,LBEHDAFB0AY520382,CBH0516A0033,现代,伊兰特,2009,11,119800,86366,No,2015/6/30,,1820,53080,61000
伊兰特 伊兰特 悦动 1.6 自动 豪华型,LBEHDAFB4BY628781,CBH0516A0040,现代,伊兰特,2009,11,119800,36000,No,2015/7/3,4995,4530,56670,68000
轩逸 轩逸 1.6 手动 XE 舒适版,LGBH52E24DY041970,CDN0416M0025,日产,轩逸,2012,7,119000,25049,No,2015/4/26,1700,640,75860,85000
轩逸 轩逸 1.6 手动 XE 舒适版,LGBH52E24DY041970,CDN0416M0025,日产,轩逸,2012,7,119000,25821,No,2015/5/11,1700,1280,74770,84500
轩逸 轩逸 1.6 手动 XE 舒适版,LGBH52E24DY041970,CDN0416M0025,日产,轩逸,2012,7,119000,27200,No,2015/6/18,1700,1280,74320,84000
福克斯 福克斯-两厢 1.8 手动 舒适型,LVSHCAME3AF595823,CCF0318M0023,福特,福克斯,2008,9,118900,59934,No,2015/1/31,,840,47760,54000
福克斯 福克斯-两厢 1.8 手动 舒适型,LVSHCAME2AF541865,CCF0318M0023,福特,福克斯,2008,9,118900,163125,No,2015/2/8,12478.3,1220,41980,48000
福克斯 福克斯-三厢 1.8 手动 舒适型,LVSHCFMEX9F364457,CCF0318M0019,福特,福克斯,2008,9,118900,185726,No,2015/4/16,10755,980,36820,42000
福克斯 福克斯-两厢 1.8 手动 舒适型,LVSHCAME7AF592343,CCF0318M0023,福特,福克斯,2008,9,118900,84988,No,2015/5/17,5496,630,49770,56000
福克斯 福克斯-三厢 1.8 手动 舒适型,LVSHCFME5AF588482,CCF0318M0026,福特,福克斯,2008,9,118900,53775,No,2015/5/26,2020,920,47680,54000
福克斯 福克斯-两厢 1.8 手动 舒适型,LVSHCAME7AF533762,CCF0318M0023,福特,福克斯,2008,9,118900,73629,No,2015/6/6,4306,1080,44820,51000
福克斯 福克斯-三厢 1.8 手动 舒适型,LVSHCFME0AF593346,CCF0318M0026,福特,福克斯,2008,9,118900,98585,No,2015/6/12,1000,2000,50200,58000
凯越 凯越 1.5 手自一体 尊享版,LSGJA52H6DH148330,CGB0515A0002,别克,凯越,2013,2,118900,25985,No,2015/6/26,,1580,64120,73000
福克斯 福克斯-三厢 1.8 手动 舒适型,LVSHCFME5AF558947,CCF0318M0026,福特,福克斯,2008,9,118900,36260,No,2015/7/3,,3120,41880,50000
天语SX4 天语SX4-两厢 1.6 自动 运动版,LS5A3ADE5BB083842,CLM0416A0075,铃木,天语SX4,2011,4,118800,15955,No,2015/1/31,2711,560,64240,72000
世嘉 世嘉-三厢 2.0 手动 锐尚型,LDCC13X23A0200614,CSX0720M0025,雪铁龙,世嘉,2010,9,118800,129073,No,2015/2/1,4730,160,47540,53000
宝来 宝来 1.6 手动 舒适版,LFV2A1157B3613314,CFV0216M0067,大众,宝来,2010,6,118800,38500,No,2015/2/15,2230,200,74500,83000
宝来 宝来 1.6 手动 舒适版,LFV2A115993043231,CFV0216M0056,大众,宝来,2008,10,118800,40280,No,2015/3/13,,0,60300,67000
世嘉 世嘉-三厢 1.6 手动 舒适型,LDCC13L25A1300553,CSX0716M0045,雪铁龙,世嘉,2009,5,118800,51311,No,2015/3/20,5525,6630,40620,52500
世嘉 世嘉-两厢 1.6 手自一体 炫雅型,LDCC41L39B1563196,CSX0716A0051,雪铁龙,世嘉,2010,9,118800,59792,No,2015/3/28,,320,55480,62000
天语SX4 天语SX4-两厢 1.6 自动 运动版,LS5A3ADE89B160780,CLM0416A0049,铃木,天语SX4,2009,3,118800,85849,No,2015/4/9,,1000,43100,49000
天语SX4 天语SX4-两厢 1.6 自动 运动版,LS5A3ADE29B045446,CLM0416A0049,铃木,天语SX4,2009,3,118800,39941,No,2015/4/18,,620,43840,49400
世嘉 世嘉-三厢 1.6 手自一体 时尚型,LDCC13L31B1676967,CSX0716A0048,雪铁龙,世嘉,2010,9,118800,34363,No,2015/5/1,1450,380,51820,58000
高尔夫 高尔夫6 1.6 手动 时尚版,LFV2B11K7B3207326,CFV0316M0049,大众,高尔夫,2010,9,118800,49174,No,2015/5/7,,1240,69860,79000
世嘉 世嘉-三厢 1.6 手自一体 时尚型,LDCC13L39A1436001,CSX0716A0030,雪铁龙,世嘉,2010,9,118800,44579,No,2015/5/24,900,880,47720,54000
天语SX4 天语SX4-两厢 1.6 自动 运动版,LS5A3ADE0BB095977,CLM0416A0075,铃木,天语SX4,2011,4,118800,43501,No,2015/6/30,2870,800,56800,64000
世嘉 世嘉-两厢 1.6 手自一体 炫雅型,LDCC41L35A0194843,CSX0716A0027,雪铁龙,世嘉,2010,9,118800,55791,No,2015/6/30,5560,1720,43280,50000
马自达3 马自达3 1.6 手动 标准版,LVSFDFMB5BN218442,CFM0116M0013,马自达,马自达3,2007,7,118000,45596,No,2015/6/2,4010,1490,46210,53000
马自达3 马自达3 1.6 手动 标准版,LVSFDFMB19F076157,CFM0116M0005,马自达,马自达3,2008,1,118000,50539,No,2015/6/22,,520,38180,43000
凯越 凯越 1.6 自动 LE,LSGJA52U8CS225357,CGB0516A0067,别克,凯越,2010,8,117900,14534,No,2015/1/30,2410,0,61200,68000
凯越 凯越 1.6 自动 LE,LSGJA52U2CS039748,CGB0516A0067,别克,凯越,2010,8,117900,57743,No,2015/1/31,900,0,63900,71000
凯越 凯越 1.6 自动 LE,LSGJA52U4CH264296,CGB0516A0067,别克,凯越,2010,8,117900,39426,No,2015/4/11,400,280,62900,70200
凯越 凯越 1.6 自动 舒适版,LSGJA52U8AS121061,CGB0516A0043,别克,凯越,2008,5,117900,30536,No,2015/4/12,,620,53380,60000
凯越 凯越 1.6 自动 舒适版,LSGJA52U6AS152177,CGB0516A0043,别克,凯越,2008,5,117900,50357,No,2015/5/6,2280,940,48560,55000
凯越 凯越 1.6 自动 LE,LSGJA52U1BH071487,CGB0516A0066,别克,凯越,2010,8,117900,79200,No,2015/6/1,,480,54870,61500
凯越 凯越 1.6 手动 LX 基本版,LSGJR52U35H011840,CGB0516M0005,别克,凯越,2005,11,117800,278589,No,2015/6/6,4090,5530,12470,20000
凯越 凯越 1.6 手动 LE 舒适版,LSGJS52U07H035844,CGB0516M0021,别克,凯越,2005,11,117800,108142,No,2015/6/12,28296,4018,19382,26000
凯越 凯越 1.6 手动 LX 基本版,LSGJR52UX6H066125,CGB0516M0010,别克,凯越,2005,11,117800,130390,No,2015/6/14,,1240,23060,27000
凯越 凯越 1.6 手动 LX 基本版,LSGJR52U16H062898,CGB0516M0010,别克,凯越,2005,11,117800,86829,No,2015/6/16,2910,1648,21752,26000
CS75 CS75 2.0 手动 豪华型,LS4ASE2A2EJ178366,CCA1120M0002,长安,CS75,2014,4,117800,20744,No,2015/6/21,,880,96320,108000
凯越 凯越 1.6 手动 LE 舒适版,LSGJS52U07H072912,CGB0516M0021,别克,凯越,2005,11,117800,244553,No,2015/6/28,9099,3320,16480,22000
凯越 凯越 1.6 手动 LX 基本版,LSGJR52U76H113174,CGB0516M0010,别克,凯越,2005,11,117800,177472,No,2015/7/4,10696,7840,8360,18000
凯越 凯越 1.6 手动 LX 基本版,LSGJR52U95S107622,CGB0516M0005,别克,凯越,2005,11,117800,220827,No,2015/7/6,3648,9150,6150,17000
308 308 1.6 手动 风尚型音乐导航版,LDC953L23C1268316,CDP0416M0002,标致,308,2013,1,116900,10000,No,2015/5/8,8100,0,63000,70000
颐达 颐达 1.6 自动 J 时尚型,LGBG12E068Y085254,CDN0516A0051,日产,颐达,2007,11,116800,67210,No,2015/1/31,,5740,34760,45000
骐达 骐达 1.6 自动 时尚型,LGBG22E01AY269987,CDN0616A0131,日产,骐达,2007,11,116800,78900,No,2015/1/31,14970,7600,51800,66000
锋范 锋范 1.5 自动 精英品致版,LHGGM2651B2116080,CGH0515A0005,本田,锋范,2011,10,116800,35346,No,2015/1/31,2000,240,65460,73000
世嘉 世嘉-三厢 2.0 手动 品悦型,LDCC13X26C1008052,CSX0720M0065,雪铁龙,世嘉,2012,3,116800,20934,No,2015/2/8,200,20,57580,64000
锋范 锋范 1.5 自动 精英版,LHGGM2634C2007693,CGH0515A0007,本田,锋范,2012,2,116800,13988,No,2015/2/26,3690,772,64928,73000
朗逸 朗逸 2.0 手动 品悠版,LSVAE4188A2526395,CSV0620M0007,大众,朗逸,2008,7,116800,110212,No,2015/2/28,840,440,63460,71000
世嘉 世嘉-两厢 1.6 手自一体 乐尚型,LDCC41L34C1110959,CSX0716A0069,雪铁龙,世嘉,2012,5,116800,13400,No,2015/3/14,1078,120,68280,76000
凯越 凯越 1.6 手动 舒适版,LSGJA52U99H145264,CGB0516M0044,别克,凯越,2008,5,116800,90647,No,2015/3/26,,780,47820,54000
锋范 锋范 1.5 自动 精英品致版,LHGGM265XB2055845,CGH0515A0005,本田,锋范,2011,10,116800,54003,No,2015/4/18,700,660,57840,65000
颐达 颐达 1.6 自动 J 时尚型,LGBG12E038Y083459,CDN0516A0051,日产,颐达,2007,11,116800,40016,No,2015/4/18,4370,580,39020,44000
凯越 凯越 1.6 手动 舒适版,LSGJA52U59S072283,CGB0516M0044,别克,凯越,2008,5,116800,94313,No,2015/4/21,1480,640,43460,49000
骐达 骐达 1.6 自动 时尚型,LGBG22E069Y166589,CDN0616A0098,日产,骐达,2007,11,116800,77978,No,2015/5/28,,1760,34240,40000
凯越 凯越 1.6 手动 舒适版,LSGJA52U29H013818,CGB0516M0044,别克,凯越,2008,5,116800,85146,No,2015/5/30,3876,1170,36630,42000
骐达 骐达 1.6 自动 时尚型,LGBG22E009Y164787,CDN0616A0098,日产,骐达,2007,11,116800,61441,No,2015/5/31,6800,1890,38610,45000
凯越 凯越 1.6 手动 舒适版,LSGJA52U79S141149,CGB0516M0044,别克,凯越,2008,5,116800,170104,No,2015/6/1,7400,1670,37930,44000
锋范 锋范 1.5 自动 精英版,LHGGM2659A2048707,CGH0515A0003,本田,锋范,2008,12,116800,88803,No,2015/6/3,,2220,46380,54000
锋范 锋范 1.5 自动 精英品致版,LHGGM2656C2912552,CGH0515A0008,本田,锋范,2011,10,116800,45736,No,2015/6/3,,640,61460,69000
锋范 锋范 1.5 自动 精英版,LHGGM2656C2912552,CGH0515A0006,本田,锋范,2008,12,116800,45000,No,2015/6/4,,2040,60060,69000
飞度 飞度 1.5 无级 普通版,LHGGD384872022506,CGH0315C0012,本田,飞度,2006,4,116800,83595,No,2015/6/20,3520,2550,23550,29000
凯越 凯越 1.6 手动 舒适版,LSGJA52U58H175330,CGB0516M0035,别克,凯越,2008,5,116800,86458,No,2015/6/21,3280,1330,33770,39000
凯越 凯越 1.6 手动 舒适版,LSGJA52U48H187534,CGB0516M0035,别克,凯越,2008,5,116800,105918,No,2015/6/26,22965,3340,36260,44000
颐达 颐达 1.6 手动 JE 智能型,LGBG12E249Y606944,CDN0516M0031,日产,颐达,2007,11,116800,231366,No,2015/6/30,4469,5900,32800,43000
骐达 骐达 1.6 自动 时尚型,LGBG22E009Y218251,CDN0616A0098,日产,骐达,2007,11,116800,48955,No,2015/6/30,5630,2580,40620,48000
世嘉 世嘉-三厢 1.6 手自一体 品尚型,LDCC13L33C1193367,CSX0716A0068,雪铁龙,世嘉,2012,3,116800,24900,No,2015/7/6,2881,640,63260,71000
晶锐 晶锐 1.6 手自一体 Scout,LSVPM2556B2711578,CSS0216A0023,斯柯达,晶锐,2012,1,115900,65761,No,2015/7/3,,2220,59880,69000
伊兰特 伊兰特 朗动 1.6 手动 GLX 领先型,LBEMDAEC9DZ228379,CBH1016M0006,现代,伊兰特,2012,8,115800,19122,No,2015/2/1,1450,0,83700,93000
瑞风 瑞风S5 2.0T 手动 尊享版,LJ12EKS48E4703740,CJC0120M0114,江淮,瑞风,2014,5,115800,25094,No,2015/2/7,,640,67760,76000
翼搏 翼搏 1.5 手动 尊贵型,LVSHKAML5DF546662,CCF0615M0003,福特,翼搏,2013,3,115800,5862,No,2015/2/11,,1320,94530,106500
秀尔 秀尔 1.6 手动 GLS 惠民补贴,LJDHAA120A0017922,CFZ0916M0010,起亚,秀尔,2010,1,115800,35700,No,2015/3/12,8120,970,53480,60500
凯越 凯越 1.6 手动 LE 舒适版,LSGJS52U65H036168,CGB0516M0008,别克,凯越,2004,10,115800,86266,No,2015/3/21,4950,1390,21110,25000
哈弗H5 哈弗H5 2.0T 手动 智尊版 绿静两驱舒适版,LGWEFDA5XBB001385,CGW2020M0018,长城,哈弗H5,2011,11,115800,148643,No,2015/3/26,,1088,44542,50700
伊兰特 伊兰特 朗动 1.6 手动 GLX 领先型,LBEMDAEC6EZ416777,CBH1016M0010,现代,伊兰特,2012,8,115800,17373,No,2015/4/8,,960,89040,100000
凯越 凯越 1.6 手动 LE 舒适版,LSGJS52U95S167128,CGB0516M0008,别克,凯越,2004,10,115800,93118,No,2015/5/3,798,4380,16320,23000
伊兰特 伊兰特 朗动 1.6 手自一体 GS 时尚型,LBEMDAFB7EZ420665,CBH1016A0017,现代,伊兰特,2012,8,115800,7511,No,2015/5/16,,560,85840,96000
H6 H6 1.5T 手动 两驱升级版精英型,LGWEF4A53DF227358,CHA0115M0007,哈弗,H6,2013,6,115800,71104,No,2015/5/20,109500,1010,74590,84000
伊兰特 伊兰特 朗动 1.6 手动 GLX 领先型,LBEMDAEC7CZ021567,CBH1016M0002,现代,伊兰特,2012,8,115800,48008,No,2015/6/23,,1470,68280,77500
伊兰特 伊兰特 朗动 1.6 手动 GLX 领先型,LBEMDAEC9DZ206687,CBH1016M0006,现代,伊兰特,2012,8,115800,25000,No,2015/6/25,,1680,78420,89000
凯越 凯越HRV 1.6 自动 豪华版,LSGJT62U28S092148,CGB0516A0030,别克,凯越,2008,5,115800,156823,No,2015/6/27,1740,4460,25690,33500
骐达 骐达 1.6 无级 XE 舒适型,LGBG22E07BY012396,CDN0616C0003,日产,骐达,2011,5,115300,34253,No,2015/3/8,2420,572,64228,72000
骐达 骐达 1.6 手动 XL 智能型,LGBG22E2XCY505539,CDN0616M0108,日产,骐达,2012,1,115300,30907,No,2015/3/10,6686,280,73520,82000
骐达 骐达 1.6 无级 XE 舒适型,LGBG22E07BY012396,CDN0616C0003,日产,骐达,2011,5,115300,34439,No,2015/3/12,420,652,64148,72000
骐达 骐达 1.6 无级 XE 舒适型,LGBG22E04DY146656,CDN0616C0017,日产,骐达,2011,5,115300,24010,No,2015/5/29,2000,520,77780,87000
